#,Name
2153,Telecommunications Engineers
216,"ARCHITECS, PLANNERS, SURVEYORS AND DESIGNERS"
2161,Building Architects
2162,Landscape Architects
2163,Product and Garment Designers
2164,Town and Traffic Planners
2165,Cartographers and Surveyors
2166,Graphic and Multimedia Designers
217,"SHIP, AIRCRAFT AND TRAIN/LOCOMOTIVE CONTROLLERS"
2171,Ships Engineers
2172,Ships Deck Officers and Pilots
2173,Aircraft Pilots and Related Professionals
2174,Air Traffic Controllers
2175,Train/Locomotive Controller
2179,Transport Controller Not Elsewhere Classified
218,"MINING, MANUFACTURING & CONSTRUCTION PROFESSIONALS"
2181,Mining Professionals
2182,Manufacturing Professionals
2183,Construction Professionals
22,HEALTH PROFESSIONALS
221,MEDICAL DOCTORS
2211,Generalist Medical Practitioners
2212,Specialist Medical Practitioners
222,NURSING AND MIDWIFERY PROFESSIONALS
2221,Nursing Professionals
2222,Midwifery Professionals
223,TRADITIONAL AND COMPLEMENTARY MEDICINE PROFESSIONALS
2230,Traditional and Complementary Medicine Professionals
224,PARAMEDICAL PRACTITIONERS
2240,Paramedical Practitioners
225,VETERINARIANS
2250,Veterinarians
226,OTHER HEALTH PROFESSIONALS
2261,Dentists
2262,Pharmacists
2263,Environmental and Occupational Health and Hygiene Professionals
2264,Physiotherapists
2265,Dieticians and Nutritionists
2266,Audiologist and Speech Therapist
2267,Optometrists and Ophthalmic Opticians
2268,Occupational Therapists
2269,Health Professionals Not Elsewhere Classified
23,TEACHING PROFESSIONALS
231,UNIVERSITY AND HIGHER EDUCATION TEACHERS
2310,University and Higher Education Teachers
232,VOCATIONAL EDUCATION TEACHERS
2320,Vocational Education Teachers
233,SECONDARY EDUCATION TEACHERS
2330,Secondary Education Teachers
234,PRIMARY SCHOOL AND EARLY CHILDHOOD TEACHERS
2341,Primary School Teachers
2342,Early Childhood Educators
235,"MUSIC, ARTS AND PERFORMING ARTS TEACHERS"
2351,Music Teachers
2352,Arts Teachers
2353,Performing Arts Teachers
236,LANGUAGE TEACHERS
2360,Language Teachers
237,RELIGIOUS TEACHERS
2370,Religious Teachers
238,SKILL TECHNOLOGY AND TECHNICAL TRAINERS
2381,Vocational Training Officers
239,OTHER TEACHING PROFESSIONALS
2391,Education Methods Specialists
2392,Special Needs Teachers
2393,Information Technology Trainers
2399,Teaching Professionals Not Elsewhere Classified
24,BUSINESS AND ADMINISTRATION PROFESSIONALS
241,FINANCE PROFESSIONALS
2411,Accountants
2412,Financial and Investment Advisers
2413,Financial Analysts
242,ADMINISTRATION PROFESSIONALS
2421,Management and Organization Analysts
2422,Policy Administration Professionals
2423,Personnel and Careers Professionals
2424,Training and Staff Development Professionals
2425,Administrative Professionals
243,"SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS"
2431,Advertising and Marketing Professionals
2432,Public Relations Professionals
2433,Technical and Medical Sales Professionals (Excluding ICT)
2434,Information and Communications Technology (ICT) Sales Professionals
244,REGULATORY GOVERNMENT PROFESSIONALS
2441,"Customs, Border and Immigration Inspector Professionals"
2442,Taxation and Excise Officials Professionals
2443,Government Social Benefits Officials Professionals
2444,Government Licensing Officials Professionals
2445,Police Inspectors and Detectives Professionals
2446,Civil Officials Professionals
2449,Regulatory Government Professionals Not Elsewhere Classified
25,INFORMATION AND COMMUNICATIONS TECHNOLOGY PROFESSIONALS
251,SOFTWARE AND APPLICATIONS DEVELOPERS AND ANALYSTS
2511,Systems Analysts
2512,Software Developers
2513,Web and Multimedia Developers
2514,Applications Programmers
2519,Software and Applications Developers and Analysts Not Elsewhere Classified
252,DATABASE AND NETWORK PROFESSIONALS
2521,Database Designers and Administrators
2522,Systems Administrators
2523,Computer Network Professionals
2529,Database and Network Professionals Not Elsewhere Classified
26,"LEGAL, SOCIAL AND CULTURAL PROFESSIONALS"
261,LEGAL PROFESSIONALS
2611,Lawyers
2612,Judges
2619,Legal Professionals Not Elsewhere Classified
262,"LIBRARIANS, ARCHIVISTS AND CURATORS"
2621,Archivists and Curators
2622,Librarians and Related Information Professionals
263,SOCIAL AND RELIGIOUS PROFESSIONALS
2631,Economists
2632,"Sociologists, Anthropologists and Related Professionals"
2633,"Philosophers, Historians and Political Scientist"
2634,Psychologists
2635,Social Work and Counseling Professionals
2636,Religious Professionals
264,"AUTHORS, JOURNALISTS AND LINGUISTS"
2641,Authors and Related Writers
2642,Journalists
2643,"Translators, Interpreters and Other Linguists"
265,CREATIVE AND PERFORMING ARTISTS
2651,Visual Artists
2652,"Musicians, Singers and Composers"
2653,Dancers and Choreographers
2654,"Film, Stage and Related Directors and Producers"
2655,Actors
2656,"Announcers on Radio, Television and Other Media"
2657,"Clowns, Magicians, Acrobats and Related Professionals"
2658,Animals Keepers and Trainers
2659,Creative and Performing Artists Not Elsewhere Classified
27,"HOSPITALITY, RETAIL AND OTHER SERVICES PROFESSIONALS"
271,HOTEL AND RESTAURANT PROFESSIONALS
2711,"Hotel, Hospitality and Related Professionals"
2712,Restaurant and Related Professionals
3,TECHNICIANS AND ASSOCIATE PROFESSIONALS
31,SCIENCE AND ENGINEERING ASSOCIATE PROFESSIONALS
311,PHYSICAL AND ENGINEERING SCIENCE TECHNICIANS
3111,Chemical and Physical Science Technicians
3112,Civil Engineering Technicians
3113,Electrical Engineering Technicians
3114,Electronics Engineering Technicians
3115,Mechanical Engineering Technicians
3116,Chemical Engineering Technicians
3117,Mining and Metallurgical Technicians
3118,Draughtspersons
3119,Physical and Engineering Science Technicians Not Elsewhere Classified
312,"MINING, MANUFACTURING AND CONSTRUCTION SUPERVISORS"
3121,Mining Supervisors
3122,Manufacturing Supervisors
3123,Construction Supervisors
3129,Other Supervisor Not Elsewhere Classified
313,PROCESS CONTROL TECHNICIANS
3131,Power Production Plant Operators
3132,Incinerator and Water Treatment Plant Operators
3133,Chemical Processing Plant Controllers
3134,Petroleum and Natural Gas Refining Plant Operators
3135,Metal Production Process Controllers
3139,Process Control Technicians Not Elsewhere Classified
314,LIFE SCIENCE TECHNICIANS AND RELATED ASSOCIATE PROFESSIONALS
3141,Life Science Technicians (Excluding Medical)
3142,Agricultural Technicians
3143,Forestry Technicians
315,"SHIP, AIRCRAFT AND TRAIN TECHNICIANS"
3151,Air Traffic Technicians
3152,Ship/Marine Technicians
3153,Train/Rel Technicians
3159,Transport Technicians Not Elsewhere Classified
316,SCIENCE NUCLEAR ASSOCIATE PROFESSIONALS
3160,Nuclear Research and Development Associate Professionals
32,HEALTH ASSOCIATE PROFESSIONALS
321,MEDICAL AND PHARMACEUTICAL TECHNICIANS
3211,Medical Imaging and Therapeutic Equipment Technicians
3212,Medical and Pathology Laboratory Technicians
3213,Pharmaceutical Technicians and Assistants
3214,Medical and Dental Prosthetic Technicians
3215,Orthotic and Prosthetic Technicians
322,NURSING AND MIDWIFERY ASSOCIATE PROFESSIONALS
3221,Nursing Associate Professionals
3222,Midwifery Associate Professionals
323,TRADITIONAL AND COMPLEMENTARY MEDICINE ASSOCIATE PROFESSIONALS
3230,Traditional and Complementary Medicine Associate Professionals
324,VETERINARY TECHNICIANS AND ASSISTANTS
3240,Veterinary Technicians and Assistants
325,OTHER HEALTH ASSOCIATE PROFESSIONALS
3251,Dental Assistants and Therapists
3252,Medical Records and Health Information Technicians
3253,Community Health Workers
3254,Dispensing Opticians
3255,Physiotherapy Technicians and Assistants
3256,Medical Assistants
3257,Environmental and Occupational Health Inspectors and Associates
3258,Ambulance Workers
3259,Health Associate Professionals Not Elsewhere Classified
33,BUSINESS AND ADMINISTRATIONS ASSOCIATE PROFESSIONALS
331,FINANCIAL AND MATHEMATICAL ASSOCIATE PROFESSIONALS
3311,Securities and Finance Dealers and Brokers
3312,Credit and Loans Officers
3313,Accounting Associate Professionals
3314,"Statistical, Mathematical and Actuarial Associate Professionals"
3315,Valuers and Loss Assessors
332,SALES AND PURCHASING AGENTS AND BROKERS
3321,Insurance Representatives
3322,Commercial Sales Representatives
3323,Buyers
3324,Trade Brokers
333,BUSINESS SERVICES AGENTS
3331,Clearing and Forwarding Agents
3332,Conference and Event Planners
3333,Employment Agents and Contractors
3334,Real Estate and Property Agents
3339,Business Services Agents Not Elsewhere Classified
334,ADMINISTRATIVE AND SPECIALIZED SECRETARIES
3341,Office Supervisors
3342,Legal Secretaries
3343,Administrative and Executive Secretaries
3344,Medical Secretaries
3349,Administrative and Specialized Secretaries Not Elsewhere Classified
335,REGULATORY GOVERNMENT ASSOCIATE PROFESSIONALS
3351,Customs and Border Inspector
3352,Taxation and Excise Officials
3353,Government Social Benefits Officials
3354,Government Licensing Officials
3355,Police Inspectors and Detectives
3356,Civil Defence Associate Professionals
3359,Regulatory Government Associate Professionals Not Elsewhere Classified
34,"LEGAL, SOCIAL, CULTURAL AND RELATED ASSOCIATE PROFESSIONALS"
341,"LEGAL, SOCIAL, AND RELIGOUS ASSOCIATE PROFESSIONALS"
3411,Legal and Related Associate Professionals
3412,Social Work Associate Professionals
3413,Religious Associate Professionals
342,"SPORTS, SELF DEFENCE AND FITNESS ASSOCIATE PROFESSIONALS"
3421,Athletes and Sports Players
3422,"Sports Coaches, Instructors and Officials"
3423,Fitness and Recreation Instructors and Program Leaders
343,"ARTISTIC, CULTURAL AND CULINARY ASSOCIATE PROFESSIONALS"
3431,Photographers
3432,Interior Designers and Decorators
3433,"Gallery, Museum and Library Technicians"
3434,Chefs
3435,Other Artistic and Cultural Associate Professionals
35,INFORMATION AND COMMUNICATIONS TECHNICIANS
351,INFORMATION AND COMMUNICATIONS TECHNOLOGY OPERATIONS AND USER SUPPORT TECHNICIANS
3511,Information and Communications Technology Operations Technicians
3512,Information and Communications Technology User Support Technicians
3513,Computer Network and Systems Technicians
3514,Web Technicians
352,TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS
3521,Broadcasting and Audio-Visual Technicians
3522,Telecommunications Engineering Technicians
4,CLERICAL SUPPORT WORKERS
41,OFFICE CLERKS
411,GENERAL OFFICE CLERKS
4110,General Office Clerks
412,SECRETARIES (GENERAL)
4120,Secretaries (General)
413,KEYBOARD OPERATORS
4131,Typist and Word Processor Operators
4132,Data Entry Clerks
42,CUSTOMER SERVICES CLERKS
421,"TELLERS, MONEY COLLECTORS AND RELATED CLERKS"
4211,Bank Tellers and Related Clerks
4212,"Bookmakers, Croupiers and Related Gaming Workers"
4213,Pawnbrokers and Money-Lenders
4214,Debt-Collectors and Related Workers
422,CLIENT INFORMATION WORKERS
4221,Travel Consultants and Clerks
4222,Contact/Call Centre Information Clerks
4223,Telephone Switchboard Operators
4224,Hotel Receptionists
4225,Enquiry Clerks
4226,Receptionist (General)
4227,Survey and Market Research Interviewers
4229,Client Information Workers Not Elsewhere Classified
43,NUMERICAL AND MATERIAL RECORDING CLERKS
431,NUMERICAL CLERKS
4311,Accounting and Bookkeeping Clerks
4312,"Statistical, Finance and Insurance Clerks"
4313,Payroll Clerks
432,MATERIAL - RECORDING AND TRANSPORTATION CLERKS
4321,Stock Clerks
4322,Production Clerks
4323,Transportation Clerks
44,OTHER CLERICAL SUPPORT WORKERS
441,OTHER CLERICAL SUPPORT WORKERS
4411,Library Clerks
4412,Mail Carriers and Sorting Clerks
4413,"Coding, Proof-Reading and Related Clerks"
4414,Scribes and Related Workers
4415,Filing and Copying Clerks
4416,Personnel Clerks
4419,Clerical Support Workers Not Elsewhere Classified
5,SERVICE AND SALES WORKERS
51,PERSONAL SERVICES WORKERS
511,"TRAVEL ATTENDANTS, CONDUCTORS AND TRAVEL GUIDES"
5111,Travel Attendants and Travel Stewards
5112,Transport Conductors
5113,Travel Guides
512,COOKS
5120,Cooks
513,WAITERS AND BARTENDERS
5131,Waiters and Waitress
5132,Bartenders
514,"HAIRDRESSERS, BEAUTICIANS AND RELATED WORKERS"
5141,Hairdressers
5142,Beauticians and Related Workers
515,BUILDING AND HOUSEKEEPING SUPERVISORS
5151,"Cleaning and Housekeeping Supervisors in Offices, Hotel and Other Establishments"
5152,Domestic Housekeepers
5153,Building Caretakers
516,OTHER PERSONAL SERVICES WORKERS
5161,"Astrologers, Fortune-Tellers and Related Workers"
5162,Companions and Valets
5163,Undertakers and Embalmers
5164,Pet Groomers and Animal Care Workers
5165,Driving Instructors
5169,Personal Services Workers Not Elsewhere Classified
52,SALES WORKERS
521,STREET AND MARKET SALESPERSON
5211,Stall and Market Salespersons
5212,Street Food Salespersons
522,SHOP SALESPERSONS
5221,Shop Keepers
5222,Shop Supervisors
5223,Shop Sales Assistants
523,CASHIERS AND TICKET CLERKS
5230,Cashiers and Ticket Clerks
524,OTHER SALES WORKERS
5241,Fashion and Other Models
5242,Sales Demonstrators
5243,Door To Door Salespersons
5244,Contact Centre Salespersons
5245,Service Station AND Pump Attendants
5246,Food Service Counter Attendants
5249,Sales Workers Not Elsewhere Classified
53,EDUCATION AND SOCIAL SERVICES WORKERS
531,CHILD CARE WORKERS AND TEACHERS AIDE
5311,Child Care Workers
5312,Teachers Aide
532,PERSONAL CARE WORKERS IN MEDICAL CENTER
5321,Health Care Assistants
5322,Home-Based Personal Care Workers
5329,Personal Care Workers in Medical Services Center Not Elsewhere Classified
54,PROTECTIVE SERVICES WORKERS
541,PROTECTIVE SERVICES WORKERS
5411,Fire-Fighters
5412,Police Officers
5413,Prison Guards
5414,Security Guards
5415,Immigration/Custom Officers and Assistant
5419,Protective Services Workers Not Elsewhere Classified
6,"SKILLED AGRICULTURAL, FORESTRY, LIVESTOCK AND FISHERY WORKERS"
61,MARKET-ORIENTED SKILLED AGRICULTURAL AND LIVESTOCK WORKERS
611,MARKET GARDENERS AND CROP GROWERS
6111,Field Crop Growers
6112,Shrub Crop Growers
6113,"Gardeners, Horticultural and Nursery Growers"
6114,Mixed Crop Growers
6115,Vegetable Growers
612,"ANIMAL PRODUCERS, LIVESTOCK FARMERS AND ANIMAL PRODUCT PRODUCERS"
6121,Livestock and Dairy Producers
6122,Aves Producers
6123,Fishery Producers and Farmers
6129,Animal Producers Not Elsewhere Classified
613,MIXED CROP AND ANIMAL PRODUCERS
6130,Mixed Crop and Animal Producers
62,"MARKET-ORIENTED SKILLED FORESTRY, FISHERY AND HUNTING WORKERS"
621,FORESTRY AND RELATED WORKERS
6211,Forestry and Related Workers
6212,Charcoal Burners and Related Workers
622,"FISHERY WORKERS, HUNTERS AND TRAPPERS"
6221,Aquaculture Workers
6222,Inland and Coastal Waters Fishery Workers
6223,Deep-Sea Fishery Workers
6224,Hunters and Trappers
63,"SUBSISTENCE FARMERS, FISHERMAN, HUNTERS AND GATHERERS"
631,SUBSISTENCE CROP FARMERS
6310,Subsistence Crop Farmers
632,SUBSISTENCE LIVESTOCK FARMERS
6320,Subsistence Livestock Farmers
633,SUBSISTENCE MIXED CROP AND LIVESTOCK FARMERS
6330,Subsistence Mixed Crop and Livestock Farmers
634,"SUBSISTENCE FISHERS, HUNTERS, TRAPPERS AND GATHERERS"
6340,"Subsistence Fishers, Hunters, Trappers and Gatherers"
7,CRAFT AND RELATED TRADES WORKERS
71,"BUILDING AND RELATED TRADES WORKERS, EXCLUDING ELECTRICIANS"
711,BUILDING FRAME AND RELATED TRADES WORKERS
7111,House Builders
7112,Bricklayers and Related Workers
7113,"Stonemasons, Stone Cutters, Splitters and Carvers"
7114,"Concrete Placers, Concrete Finishers and Related Workers"
7115,Carpenters and Joiners
7119,Building Frame and Related Trades Workers Not Elsewhere Classified
712,BUILDING FINISHERS AND RELATED TRADES WORKERS
7121,Roofers
7122,Floor Layers and Tile Setters
7123,Plasterers
7124,Insulation Workers
7125,Glaziers
7126,Plumbers and Pipe Fitters
7127,Air Conditioning and Refrigeration Mechanics
713,"PAINTERS, BUILDING STRUCTURE CLEANERS AND RELATED TRADES WORKERS"
7131,Painters and Related Workers
7132,Spray Painters and Varnishers
7133,Building Structure Cleaners
72,"METAL, MACHINERY AND RELATED TRADES WORKERS"
721,"SHEET AND STRUCTURAL METAL WORKERS, MOULDERS AND WELDERS AND RELATED WORKERS"
7211,Metal Moulders and Coremakers
7212,Welders and Flame cutters
7213,Sheet-Metal Workers
7214,Structural Metal-Preparers and Erectors
7215,Riggers and Cable Splicers
722,"BLACKSMITHS, TOOLMAKERS AND RELATED TRADES WORKERS"
7221,"Blacksmiths, Hammersmiths and Forging-Press Workers"
7222,Toolmakers and Related Workers
7223,Metal Working Machine Tool Setters and Operators
7224,"Metal Polishers, Wheel Grinders and Tool Sharpeners"
723,MACHINERY MECHANICS AND REPAIRERS
7231,Motor Vehicle Mechanics and Repairers
7232,Aircraft Engine Mechanics and Repairers
7233,Agricultural and Industrial Machinery Mechanics and Repairers
7234,Bicycle and Related Repairers
73,HANDICRAFT AND PRINTING WORKERS
731,HANDICRAFT WORKERS
7311,Precision Instrument Makers and Repairers
7312,Musical Instrument Makers and Tuners
7313,Jewellery and Precious-Metal Workers
7314,Potters and Related Workers
7315,"Glass Makers, Cutters, Grinders and Finishers"
7316,"Sign Writers, Decorative Painters, Engravers and Inscribers"
7317,"Handicraft Workers of Wood, Basketry and Related Materials"
7318,"Handicraft Workers of Textile, Leather and Related Materials"
7319,Handicraft Workers Not Elsewhere Classified
732,PRINTING TRADES WORKERS
7321,Pre-Press Technicians
7322,Printers
7323,Print Finishing and Binding Workers
7324,Printing and Photo Engravers and Inscribers
74,ELECTRICAL AND ELECTRONIC TRADES WORKERS
741,ELECTRICAL EQUIPMENT INSTALLERS AND REPAIRERS
7411,Building and Related Electricians
7412,Electrical Mechanics and Fitters
7413,Electrical Line Installers and Repairers
742,ELECTRONICS AND TELECOMMUNICATIONS INSTALLERS AND REPAIRERS
7421,Electronics Mechanics and Servicers
7422,Information and Communications Technology Installers and Services
75,"FOOD PROCESSING, WOOD WORKING, GARMENT AND OTHER CRAFT AND RELATED TRADES WORKERS"
751,FOOD PROCESSING AND RELATED TRADES WORKERS
7511,"Butchers, Fishmongers and Related Food Preparers"
7512,"Bakers, Pastry-Cooks and Confectionery Makers"
7513,Dairy-Products Makers
7514,"Fruit, Vegetable and Related Preservers"
7515,Food and Beverage Tasters and Graders
7516,Tobacco Preparers and Tobacco Products Makers
752,"WOOD TREATERS, CABINET-MAKERS AND RELATED TRADES WORKERS"
7521,Wood Treaters
7522,Cabinet-Makers and Related Workers
7523,Woodworking-Machine Tool Setters and Operators
753,GARMENT AND RELATED TRADES WORKERS
7531,"Tailors, Dressmakers, Furriers and Hatters"
7532,Garment and Related Pattern-Makers and Cutters
7533,Shoemakers and Related Workers
7534,Upholsterers and Related Workers
7535,"Pelt Dressers, Tanners and Fellmongers"
754,OTHER CRAFT AND RELATED WORKERS
7541,Underwater Divers
7542,Shotfirers and Blasters
7543,Product Graders and Testers (Excluding Foods And Beverages)
7544,"Fumigators, Pest and Weed Controllers"
7549,Craft and Related Trades Workers Not Elsewhere Classified 
8,PLANT AND MACHINE OPERATORS AND ASSEMBLERS
81,STATIONARY PLANT AND MACHINE OPERATORS
811,MINING AND MINERAL PROCESSING PLANT OPERATORS
8111,Miners and Quarry Workers
8112,Mineral and Stone Processing Plant Operators
8113,Well Drillers and Borers and Related Workers
8114,"Cement, Stone and Other Mineral Products Machine Operator"
812,METAL PROCESSING AND FINISHING PLANT OPERATORS
8121,Metal Processing Plant Operators
8122,"Metal Finishing, Plating and Coating Machine Operators"
813,CHEMICAL AND PHOTOGRAPHIC PRODUCTS PLANT AND MACHINE OPERATORS
8131,Chemical Product Plant and Machine Operators
8132,Photographic Products Machine Operators
814,"RUBBER, PLASTIC AND PAPER PRODUCTS MACHINE OPERATORS"
8141,Rubber Products Machine Operators
8142,Plastic Products Machine Operators
8143,Paper Products Machine Operators
815,"TEXTILE, FUR AND LEATHER PRODUCTS MACHINE OPERATORS"
8151,"Fiber Preparing, Spinning and Winding Machine Operators"
8152,Weaving and Knitting Machine Operators
8153,Sewing Machine Operators
8154,"Bleaching, Dyeing and Fabric Cleaning Machine Operators"
8155,Fur and Leather Preparing Machine Operators
8156,Shoemaking and Related Machine Operators
8157,Laundry Machine Operators
8159,"Textile, Fur and Leather Products Machine Operators Not Elsewhere Classified"
816,FOOD AND RELATED PRODUCTS MACHINE OPERATORS
8160,Food and Related Products Machine Operators
817,WOOD PROCESSING AND PAPERMAKING PLANT OPERATORS
8171,Pulp and Papermaking Plant Operators
8172,Wood Processing Plant Operators
8173,Wood Products Machine Operators
818,OTHER STATIONARY PLANT AND MACHINE OPERATORS
8181,Glass and Ceramics Plant Operators
8182,Steam Engine and Boiler Operators
8183,"Packing, Bottling and Labeling Machine Operators"
8184,Glass and Ceramics Kiln and Related Machine Operators
8189,Stationary Plant and Machine Operators Not Elsewhere Classified
819,"PRINTING, BINDING AND PAPER PRODUCTS MACHINE OPERATORS"
8191,Printing Machine Operators
8192,Bookbinding Machine Operators
82,ASSEMBLERS
821,ASSEMBLERS
8211,Mechanical Machinery Assemblers
8212,Electrical and Electronics Equipment Assemblers
8213,"Leather, Metal, Rubber and Plastic Products Assemblers"
8219,Assemblers Not Elsewhere Classified
822,METAL AND MINERALS PRODUCTS MACHINE OPERATORS
8221,Machine-Tool Setter-Operators
83,DRIVERS AND MOBILE PLANT OPERATORS
831,LOCOMOTIVE ENGINE DRIVERS AND RELATED WORKERS
8311,Locomotive Engine Drivers
8312,"Railway Brake, Signal and Switch Operators"
832,"CAR, VAN AND MOTORCYLE DRIVERS"
8321,Motorcycle Drivers
8322,"Car, Taxi and Van Drivers"
833,HEAVY TRUCK AND BUS DRIVERS
8331,Bus and Tram Drivers
8332,Heavy Truck and Lorry Drivers
834,MOBILE PLANT OPERATORS
8341,Mobile Farm and Forestry Plant Operators
8342,Earthmoving and Related Plant Operators
8343,"Crane, Hoist and Related Plant Operators"
8344,Lifting Truck Operators
835,SHIPS DECK CREWS AND RELATED WORKERS
8350,Ships Deck Crews and Related Workers
9,ELEMENTARY OCCUPATIONS
91,CLEANERS AND HELPERS
911,"DOMESTIC, HOTEL AND OFFICE CLEANERS AND HELPERS"
9111,Domestic Cleaners and Helpers
9112,"Cleaners and Helpers in Offices, Hotel and Other Establishment"
912,"VEHICLE, WINDOW, LAUNDRY AND OTHER HAND CLEANING WORKERS"
9121,Hand Laundryman and Ironers
9122,Vehicle Cleaners
9123,Window Cleaners
9129,Other Cleaning Workers
92,"AGRICULTURAL, FORESTRY, FARMING AND FISHERY LABOURERS"
921,"AGRICULTURAL, FORESTRY, FARMING AND FISHERY LABOURERS"
9211,Crop Farm Labourers
9212,Livestock Farm Labourers
9213,Mixed Crop and Livestock Farm Labourers
9214,Garden and Horticultural Labourers
9215,Forestry Labourers
9216,Fishery and Aquaculture Labourers
93,"MINING, CONSTRUCTION, MANUFACTURING AND TRANSPORTATION LABOURERS"
931,MINING AND CONSTRUCTION LABOURERS
9311,Mining and Quarrying Labourers
9312,Civil Engineering Labourers
9313,Building Construction Labourers
932,MANUFACTURING LABOURERS
9321,Hand Packers
9322,Rubber Processing Workers
9329,Manufacturing Labourers Not Elsewhere Classified
933,TRANSPORTATION AND STORAGE LABOURERS
9331,Hand and Pedal Vehicle Drivers
9332,Machinery and Animal û Drawn Vehicles Drivers
9333,Freight Handlers
9334,Shelf Fillers
9335,Storage Labourers
94,FOOD PREPARATION ASSISTANT
941,FOOD PREPARATION ASSISTANT
9411,Fast Food Preparers
9412,Kitchen Helpers
95,STREET AND RELATED SALES AND SERVICES WORKERS
951,STREET AND RELATED SERVICES WORKERS
9510,Street and Related Service Workers
952,STREET VENDORS (EXCLUDING FOOD)
9520,Street Vendors (Excluding Food)
96,REFUSE WORKERS AND OTHER ELEMENTARY WORKERS
961,REFUSE WORKERS
9611,Garbage Collectors
9612,Refuse Sorters
9613,Sweepers and Related Labourers 
962,OTHER ELEMENTARY WORKERS
9621,"Messengers, Package Deliverers and Luggage Porters"
9622,Odd Job Persons
9623,Meter Readers and Vending-Machine Collectors
9624,Water and Firewood Collectors
9625,Attendants
9629,Elementary Workers Not Elsewhere Classified
0,ARMED FORCES OCCUPATIONS
01,THE MALAYSIAN ARMY
011,THE MALAYSIAN ARMY COMMISSIONED OFFICERS
0110,The Malaysian Army Commissioned Officers
012,THE MALAYSIAN ARMY OTHER RANKS
0120,The Malaysian Army Other Ranks
02,ROYAL MALAYSIAN NAVY
021,ROYAL MALAYSIAN NAVY COMMISSIONED OFFICERS
0210,Royal Malaysian Navy Commissioned Officers
022,ROYAL MALAYSIAN NAVY OTHER RANKS
0220,Royal Malaysian Navy Other Ranks
03,ROYAL MALAYSIAN AIR FORCE
031,ROYAL MALAYSIAN AIR FORCE COMMISSIONED OFFICERS
0310,Royal Malaysian Air Force Commissioned Officers
032,ROYAL MALAYSIAN AIR FORCE OTHER RANKS
0320,Royal Malaysian Air Force Other Ranks
