#,Name
421,"TELLERS, MONEY COLLECTORS AND RELATED CLERKS"
422,CLIENT INFORMATION WORKERS
431,NUMERICAL CLERKS
432,MATERIAL - RECORDING AND TRANSPORTATION CLERKS
441,OTHER CLERICAL SUPPORT WORKERS
511,"TRAVEL ATTENDANTS, CONDUCTORS AND TRAVEL GUIDES"
512,COOKS
513,WAITERS AND BARTENDERS
514,"HAIRDRESSERS, BEAUTICIANS AND RELATED WORKERS"
515,BUILDING AND HOUSEKEEPING SUPERVISORS
516,OTHER PERSONAL SERVICES WORKERS
521,STREET AND MARKET SALESPERSON
522,SHOP SALESPERSONS
523,CASHIERS AND TICKET CLERKS
524,OTHER SALES WORKERS
531,CHILD CARE WORKERS AND TEACHERS AIDE
532,PERSONAL CARE WORKERS IN MEDICAL CENTER
541,PROTECTIVE SERVICES WORKERS
611,MARKET GARDENERS AND CROP GROWERS
612,"ANIMAL PRODUCERS, LIVESTOCK FARMERS AND ANIMAL PRODUCT PRODUCERS"
613,MIXED CROP AND ANIMAL PRODUCERS
621,FORESTRY AND RELATED WORKERS
622,"FISHERY WORKERS, HUNTERS AND TRAPPERS"
631,SUBSISTENCE CROP FARMERS
632,SUBSISTENCE LIVESTOCK FARMERS
633,SUBSISTENCE MIXED CROP AND LIVESTOCK FARMERS
634,"SUBSISTENCE FISHERS, HUNTERS, TRAPPERS AND GATHERERS"
711,BUILDING FRAME AND RELATED TRADES WORKERS
712,BUILDING FINISHERS AND RELATED TRADES WORKERS
713,"PAINTERS, BUILDING STRUCTURE CLEANERS AND RELATED TRADES WORKERS"
721,"SHEET AND STRUCTURAL METAL WORKERS, MOULDERS AND WELDERS AND RELATED WORKERS"
722,"BLACKSMITHS, TOOLMAKERS AND RELATED TRADES WORKERS"
723,MACHINERY MECHANICS AND REPAIRERS
731,HANDICRAFT WORKERS
732,PRINTING TRADES WORKERS
741,ELECTRICAL EQUIPMENT INSTALLERS AND REPAIRERS
742,ELECTRONICS AND TELECOMMUNICATIONS INSTALLERS AND REPAIRERS
751,FOOD PROCESSING AND RELATED TRADES WORKERS
752,"WOOD TREATERS, CABINET-MAKERS AND RELATED TRADES WORKERS"
753,GARMENT AND RELATED TRADES WORKERS
754,OTHER CRAFT AND RELATED WORKERS
811,MINING AND MINERAL PROCESSING PLANT OPERATORS
812,METAL PROCESSING AND FINISHING PLANT OPERATORS
813,CHEMICAL AND PHOTOGRAPHIC PRODUCTS PLANT AND MACHINE OPERATORS
814,"RUBBER, PLASTIC AND PAPER PRODUCTS MACHINE OPERATORS"
815,"TEXTILE, FUR AND LEATHER PRODUCTS MACHINE OPERATORS"
816,FOOD AND RELATED PRODUCTS MACHINE OPERATORS
817,WOOD PROCESSING AND PAPERMAKING PLANT OPERATORS
818,OTHER STATIONARY PLANT AND MACHINE OPERATORS
819,"PRINTING, BINDING AND PAPER PRODUCTS MACHINE OPERATORS"
821,ASSEMBLERS
822,METAL AND MINERALS PRODUCTS MACHINE OPERATORS
831,LOCOMOTIVE ENGINE DRIVERS AND RELATED WORKERS
832,"CAR, VAN AND MOTORCYLE DRIVERS"
833,HEAVY TRUCK AND BUS DRIVERS
834,MOBILE PLANT OPERATORS
835,SHIPS DECK CREWS AND RELATED WORKERS
911,"DOMESTIC, HOTEL AND OFFICE CLEANERS AND HELPERS"
912,"VEHICLE, WINDOW, LAUNDRY AND OTHER HAND CLEANING WORKERS"
921,"AGRICULTURAL, FORESTRY, FARMING AND FISHERY LABOURERS"
931,MINING AND CONSTRUCTION LABOURERS
932,MANUFACTURING LABOURERS
933,TRANSPORTATION AND STORAGE LABOURERS
941,FOOD PREPARATION ASSISTANT
951,STREET AND RELATED SERVICES WORKERS
952,STREET VENDORS (EXCLUDING FOOD)
961,REFUSE WORKERS
962,OTHER ELEMENTARY WORKERS
011,THE MALAYSIAN ARMY COMMISSIONED OFFICERS
012,THE MALAYSIAN ARMY OTHER RANKS
021,ROYAL MALAYSIAN NAVY COMMISSIONED OFFICERS
022,ROYAL MALAYSIAN NAVY OTHER RANKS
031,ROYAL MALAYSIAN AIR FORCE COMMISSIONED OFFICERS
032,ROYAL MALAYSIAN AIR FORCE OTHER RANKS
